DRO PID, Title, Publication Type, Authors, ISSN, Parent Publication,Fields Of Research, Publication Year, Scopus Citation Count, Web of Science Citation Count, Journal Impact Factor, SJR, Abstract Views, File Downloads, URL, Open Access
DU:30108006,"Nitrogen deposition in precipitation to a monsoon-affected eutrophic embayment: fluxes, sources, and processes",Journal Article,"Wu, Yunchao;Zhang, Jingping;Liu, Songlin;Jiang, Zhijian;Arbi, Iman;Huang, Xiaoping;Macreadie, Peter Ian",1352-2310,Atmospheric environment,"0907 Environmental Engineering,0401 Atmospheric Sciences,0907 Environmental Engineering,0401 Atmospheric Sciences",2018,2,,3.629,1.466,56,2,http://dro.deakin.edu.au/view/DU:30108006,FALSE
DU:30076247,Short-term differences in animal assemblages in patches formed by loss and growth of habitat,Journal Article,"Macreadie, Peter I.;Connolly, Rod M.;Keough, Michael J.;Jenkins, Gregory P.;Hindell, Jeremy S.",1442-9985,Austral ecology,"060202 Community Ecology (excl Invasive Species Ecology),060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060202 Community Ecology (excl Invasive Species Ecology),060205 Marine and Estuarine Ecology (incl Marine Ichthyology)",2010,5,,1.708,0.897,206,1,http://dro.deakin.edu.au/view/DU:30076247,FALSE
DU:30087849,Can mud (silt and clay) concentration be used to predict soil organic carbon content within seagrass ecosystems?,Journal Article,"Serrano, O;Lavery, PS;Duarte, CM;Kendrick, GA;Calafat, A;York, PH;Steven, A;Macreadie, Peter",1726-4170,Biogeosciences,"04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences",2016,11,14,3.851,2.328,3,0,http://dro.deakin.edu.au/view/DU:30087849,FALSE
DU:30103967,Sediment and carbon deposition vary among vegetation assemblages in a coastal salt marsh,Journal Article,"Kelleway, Jeffrey J.;Saintilan, Neil;Macreadie, Peter I.;Baldock, Jeffrey A.;Ralph, Peter J.",1726-4170,Biogeosciences,"040310 Sedimentology,050301 Carbon Sequestration Science,069999 Biological Sciences not elsewhere classified,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences",2017,3,2,3.851,2.328,114,20,http://dro.deakin.edu.au/view/DU:30103967,TRUE
DU:30083086,Can mud (silt and clay) concentration be used to predict soil organic carbon content within seagrass ecosystems?,Journal Article,"Serrano, Oscar;Lavery, Paul S.;Duarte, Carlos M.;Kendrick, Gary A.;Calafat, Antoni;York, Paul;Steven, Andy;Macreadie, Peter",1726-4189,Biogeosciences,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060701 Phycology (incl Marine Grasses)",2016,,14,3.851,2.328,168,120,http://dro.deakin.edu.au/view/DU:30083086,TRUE
DU:30087849,Can mud (silt and clay) concentration be used to predict soil organic carbon content within seagrass ecosystems?,Journal Article,"Serrano, O;Lavery, PS;Duarte, CM;Kendrick, GA;Calafat, A;York, PH;Steven, A;Macreadie, Peter",1726-4189,Biogeosciences,"04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences",2016,11,14,3.851,2.328,3,0,http://dro.deakin.edu.au/view/DU:30087849,FALSE
DU:30103967,Sediment and carbon deposition vary among vegetation assemblages in a coastal salt marsh,Journal Article,"Kelleway, Jeffrey J.;Saintilan, Neil;Macreadie, Peter I.;Baldock, Jeffrey A.;Ralph, Peter J.",1726-4189,Biogeosciences,"040310 Sedimentology,050301 Carbon Sequestration Science,069999 Biological Sciences not elsewhere classified,04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences",2017,3,2,3.851,2.328,114,20,http://dro.deakin.edu.au/view/DU:30103967,TRUE
DU:30117107,Blue carbon stocks of great barrier reef deep-water seagrasses,Journal Article,"York, PH;Macreadie, Peter;Rasheed, MA",1744-9561,Biology Letters,06 Biological Sciences,2018,,,3.089,1.653,0,0,http://dro.deakin.edu.au/view/DU:30117107,FALSE
DU:30114032,Optimal soil carbon sampling designs to achieve cost-effectiveness: a case study in blue carbon ecosystems,Journal Article,"Young, Mary;Macreadie, Peter;Duncan, Clare;Carnell, Paul;Nicholson, Emily;Serrano, Oscar;Duarte, Carlos M.;Shiell, Glenn;Baldock, Jeff;Ierodiaconou, Daniel",1744-957X,Biology letters,06 Biological Sciences,2018,0,0,3.089,1.653,15,0,http://dro.deakin.edu.au/view/DU:30114032,FALSE
DU:30117107,Blue carbon stocks of great barrier reef deep-water seagrasses,Journal Article,"York, PH;Macreadie, Peter;Rasheed, MA",1744-957X,Biology Letters,06 Biological Sciences,2018,,,3.089,1.653,0,0,http://dro.deakin.edu.au/view/DU:30117107,FALSE
DU:30076244,Design of endoperoxides with anti-Candida activity,Journal Article,"Avery, Thomas D.;Macreadie, Peter I.;Greatrex, Ben W.;Robinson, Tony V.;Taylor, Dennis K.;Macreadie, Ian G.",0968-0896,Bioorganic & medicinal chemistry,030503 Organic Chemical Synthesis,2007,9,8,2.93,0.978,154,0,http://dro.deakin.edu.au/view/DU:30076244,FALSE
DU:30076250,Novel endoperoxides: synthesis and activity against Candida species,Journal Article,"Macreadie, Peter;Avery, Thomas;Greatrex, Ben;Taylor, Dennis;Macreadie, Ian",0960-894X,Bioorganic & medicinal chemistry letters,030503 Organic Chemical Synthesis,2006,12,10,2.454,0.843,162,0,http://dro.deakin.edu.au/view/DU:30076250,FALSE
DU:30076240,Fish responses to experimental fragmentation of seagrass habitat,Journal Article,"Macreadie, Peter I.;Hindell, Jeremy S.;Jenkins, Gregory P.;Connolly, Rod M.;Keough, Michael J.",1523-1739,Conservation biology,"050102 Ecosystem Function,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060701 Phycology (incl Marine Grasses),050102 Ecosystem Function,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),060701 Phycology (incl Marine Grasses)",2009,49,42,4.842,2.681,208,1,http://dro.deakin.edu.au/view/DU:30076240,FALSE
DU:30047793,"Development of twenty-three novel microsatellite markers for the seagrass, Zostera muelleri from Australia",Journal Article,"Sherman, Craig D. H.;Stanley, Annalise M.;Keough, Michael J.;Gardner, Michael G.;Macreadie, Peter I.",1877-7252,Conservation genetics resources,069999 Biological Sciences not elsewhere classified,2012,9,9,0.47,0.321,371,5,http://dro.deakin.edu.au/view/DU:30047793,FALSE
DU:30057760,Microsatellite primer development for the seagrass Zostera nigricaulis (Zosteraceae),Journal Article,"Smith, Timothy M.;York, Paul H.;Stanley, Annalise M.;Macreadie, Peter I.;Keough, Michael J.;Ross, D. Jeff;Sherman, Craig D.H.",1877-7252,Conservation genetics resources,059999 Environmental Sciences not elsewhere classified,2013,8,7,0.47,0.321,283,2,http://dro.deakin.edu.au/view/DU:30057760,FALSE
DU:30047793,"Development of twenty-three novel microsatellite markers for the seagrass, Zostera muelleri from Australia",Journal Article,"Sherman, Craig D. H.;Stanley, Annalise M.;Keough, Michael J.;Gardner, Michael G.;Macreadie, Peter I.",1877-7260,Conservation genetics resources,069999 Biological Sciences not elsewhere classified,2012,9,9,0.47,0.321,371,5,http://dro.deakin.edu.au/view/DU:30047793,FALSE
DU:30057760,Microsatellite primer development for the seagrass Zostera nigricaulis (Zosteraceae),Journal Article,"Smith, Timothy M.;York, Paul H.;Stanley, Annalise M.;Macreadie, Peter I.;Keough, Michael J.;Ross, D. Jeff;Sherman, Craig D.H.",1877-7260,Conservation genetics resources,059999 Environmental Sciences not elsewhere classified,2013,8,7,0.47,0.321,283,2,http://dro.deakin.edu.au/view/DU:30057760,FALSE
DU:30113387,Cryopreservation methods are effective for long-term storage of Labyrinthula cultures,Journal Article,"Trevathan-Tackett, Stacey M.;Treby, Sarah;Gleason, Frank H.;Macreadie, Peter I.;Loke, Stella",0177-5103,Diseases of aquatic organisms,"06 Biological Sciences,07 Agricultural And Veterinary Sciences",2018,0,0,1.549,0.858,29,3,http://dro.deakin.edu.au/view/DU:30113387,FALSE
DU:30072027,Molecular indicators of chronic seagrass stress : A new era in the management of seagrass ecosystems?,Journal Article,"Macreadie,PI;Schliep,MT;Rasheed,MA;Chartrand,KM;Ralph,PJ",1470-160X,Ecological indicators,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),2014,14,,3.898,1.308,29,1,http://dro.deakin.edu.au/view/DU:30072027,FALSE
DU:30080765,Comparison of marine macrophytes for their contributions to blue carbon sequestration,Journal Article,"Trevathan-Tackett, Stacey;Kelleway, Jeffrey;Macreadie, Peter I.;Beardall, John;Ralph, Peter;Bellgrove, Alecia",0012-9658,Ecology,"060701 Phycology (incl Marine Grasses),0501 Ecological Applications,0602 Ecology",2015,31,24,4.809,3.255,221,16,http://dro.deakin.edu.au/view/DU:30080765,TRUE
DU:30076238,Resource distribution influences positive edge effects in a seagrass fish,Journal Article,"Macreadie, Peter I.;Hindell, Jeremy S.;Keough, Michael J.;Jenkins, Gregory P.;Connolly, Rod M.",0012-9658,Ecology,"050102 Ecosystem Function,060202 Community Ecology (excl Invasive Species Ecology),060201 Behavioural Ecology",2010,37,33,4.809,3.255,175,1,http://dro.deakin.edu.au/view/DU:30076238,FALSE
DU:30062636,Resilience of Zostera muelleri seagrass to small-scale disturbances : the relative importance of asexual versus sexual recovery,Journal Article,"Macreadie, Peter I.;York, Paul H.;Sherman, Craig D.H.",2045-7758,Ecology and evolution,059999 Environmental Sciences not elsewhere classified,2014,24,22,2.44,1.579,294,5,http://dro.deakin.edu.au/view/DU:30062636,TRUE
DU:30095972,Variability and vulnerability of coastal ‘blue carbon’ stocks: a case study from Southeast Australia,Journal Article,"Ewers Lewis, Carolyn J.;Carnell, Paul E.;Sanderman, Jonathon;Baldock, Jeffrey A.;Macreadie, Peter I.",1432-9840,Ecosystems,"050101 Ecological Impacts of Climate Change,050301 Carbon Sequestration Science,060701 Phycology (incl Marine Grasses),05 Environmental Sciences,06 Biological Sciences",2018,6,,4.198,2.013,172,2,http://dro.deakin.edu.au/view/DU:30095972,FALSE
DU:30082966,Sedimentary factors are key predictors of carbon storage in SE Australian saltmarshes,Journal Article,"Kelleway, Jeffrey J.;Saintilan, Neil;Macreadie, Peter I.;Ralph, Peter J.",1435-0629,Ecosystems,"050102 Ecosystem Function,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),050102 Ecosystem Function,060205 Marine and Estuarine Ecology (incl Marine Ichthyology)",2016,21,15,4.198,2.013,163,2,http://dro.deakin.edu.au/view/DU:30082966,FALSE
DU:30095972,Variability and vulnerability of coastal ‘blue carbon’ stocks: a case study from Southeast Australia,Journal Article,"Ewers Lewis, Carolyn J.;Carnell, Paul E.;Sanderman, Jonathon;Baldock, Jeffrey A.;Macreadie, Peter I.",1435-0629,Ecosystems,"050101 Ecological Impacts of Climate Change,050301 Carbon Sequestration Science,060701 Phycology (incl Marine Grasses),05 Environmental Sciences,06 Biological Sciences",2018,6,,4.198,2.013,172,2,http://dro.deakin.edu.au/view/DU:30095972,FALSE
DU:30108614,A global map of mangrove forest soil carbon at 30 m spatial resolution,Journal Article,"Sanderman, Jonathan;Hengl, Tomislav;Fiske, Greg;Solvik, Kylen;Adame, Maria Fernanda;Benson, Lisa;Bukoski, Jacob J.;Carnell, Paul;Cifuentes-Jara, Miguel;Donato, Daniel;Duncan, Clare;Eid, Ebrahem M.;zu Ermgassen, Philine;Lewis, Carolyn J Ewers;Macreadie, Peter I.;Glass, Leah;Gress, Selena;Jardine, Sunny L.;Jones, Trevor G.;Nsombo, Eugéne Ndemem;Rahman, Md Mizanur;Sanders, Christian J.;Spalding, Mark;Landis, Emily",1748-9318,Environmental research letters,MD Multidisciplinary,2018,6,8,4.404,2.628,59,14,http://dro.deakin.edu.au/view/DU:30108614,TRUE
DU:30106405,Comment on 'geoengineering with seagrasses: is credit due where credit is given?',Journal Article,"Macreadie, Peter I.;Ewers-Lewis, Carolyn J.;Whitt, Ashley A.;Ollivier, Quinn;Trevathan-Tackett, Stacey M.;Carnell, Paul;Serrano, Oscar",1748-9326,Environmental research letters,MD Multidisciplinary,2018,4,3,4.404,2.628,23,6,http://dro.deakin.edu.au/view/DU:30106405,TRUE
DU:30080769,Response to “comment on ‘seagrass viviparous propagules as a potential long-distance dispersal mechanism’ by A. C. G. Thomson et al”,Journal Article,"Thomson, Alexandra C. G.;York, Paul H.;Smith, Tim M.;Sherman, Craig D. H.;Booth, David J.;Keough, Michael J.;Ross, D. Jeff;Macreadie, Peter I.",1559-2723,Estuaries and coasts,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences",2016,0,0,2.182,1.064,24,1,http://dro.deakin.edu.au/view/DU:30080769,FALSE
DU:30072030,Seagrass viviparous propagules as a potential long-distance dispersal mechanism,Journal Article,"Thomson, Alexandra C. G.;York, Paul H.;Smith, Timothy M.;Sherman, Craig D. H.;Booth, David J.;Keough, Michael J.;Ross, D. Jeff;Macreadie, Peter I.",1559-2723,Estuaries and coasts,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),2015,17,16,2.182,1.064,266,3,http://dro.deakin.edu.au/view/DU:30072030,FALSE
DU:30080769,Response to “comment on ‘seagrass viviparous propagules as a potential long-distance dispersal mechanism’ by A. C. G. Thomson et al”,Journal Article,"Thomson, Alexandra C. G.;York, Paul H.;Smith, Tim M.;Sherman, Craig D. H.;Booth, David J.;Keough, Michael J.;Ross, D. Jeff;Macreadie, Peter I.",1559-2731,Estuaries and coasts,"060205 Marine and Estuarine Ecology (incl Marine Ichthyology),04 Earth Sciences,05 Environmental Sciences,06 Biological Sciences",2016,0,0,2.182,1.064,24,1,http://dro.deakin.edu.au/view/DU:30080769,FALSE
DU:30072030,Seagrass viviparous propagules as a potential long-distance dispersal mechanism,Journal Article,"Thomson, Alexandra C. G.;York, Paul H.;Smith, Timothy M.;Sherman, Craig D. H.;Booth, David J.;Keough, Michael J.;Ross, D. Jeff;Macreadie, Peter I.",1559-2731,Estuaries and coasts,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),2015,17,16,2.182,1.064,266,3,http://dro.deakin.edu.au/view/DU:30072030,FALSE
DU:30096928,Sediment anoxia limits microbial-driven seagrass carbon remineralization under warming conditions,Journal Article,"Trevathan-Tackett, Stacey M.;Seymour, Justin R.;Nielsen, Daniel A.;Macreadie, Peter I.;Jeffries, Thomas C.;Sanderman, Jonathan;Baldock, Jeff;Howes, Johanna M.;Steven, Andrew D.L.;Ralph, Peter J.",0168-6496,FEMS microbiology ecology,"050101 Ecological Impacts of Climate Change,060701 Phycology (incl Marine Grasses),06 Biological Sciences,11 Medical And Health Sciences,05 Environmental Sciences,050101 Ecological Impacts of Climate Change,060701 Phycology (incl Marine Grasses),06 Biological Sciences,11 Medical And Health Sciences,05 Environmental Sciences",2017,9,8,3.72,1.396,124,14,http://dro.deakin.edu.au/view/DU:30096928,TRUE
DU:30076249,Growth inhibition of Candida species and Aspergillus fumigatus by statins,Journal Article,"Macreadie, Ian G.;Johnson, Georgia;Schlosser, Tanja;Macreadie, Peter I.",0378-1097,FEMS microbiology letters,030503 Organic Chemical Synthesis,2006,71,63,1.765,0.747,163,0,http://dro.deakin.edu.au/view/DU:30076249,FALSE
DU:30076243,Alzheimer's Abeta fused to green fluorescent protein induces growth stress and a heat shock response,Journal Article,"Caine, Jo;Sankovich, Sonia;Antony, Helma;Waddington, Lynne;Macreadie, Peter;Varghese, Jose;Macreadie, Ian",1567-1356,FEMS yeast research,110106 Medical Biochemistry: Proteins and Peptides (incl Medical Proteomics),2007,42,42,3.299,1.146,179,0,http://dro.deakin.edu.au/view/DU:30076243,FALSE
DU:30095971,Can we manage coastal ecosystems to sequester more blue carbon?,Journal Article,"Macreadie, Peter I.;Nielsen, Daniel A.;Kelleway, Jeffrey J.;Atwood, Trisha B.;Seymour, Justin R.;Petrou, Katherina;Connolly, Rod M.;Thomson, Alexandra C.G.;Trevathan-Tackett, Stacey M.;Ralph, Peter J.",1540-9295,Frontiers in ecology and the environment,"050301 Carbon Sequestration Science,050205 Environmental Management,MD Multidisciplinary",2017,21,20,8.039,4.779,158,27,http://dro.deakin.edu.au/view/DU:30095971,TRUE
DU:30096891,Assessing the risk of carbon dioxide emissions from blue carbon ecosystems,Journal Article,"Lovelock, Catherine E.;Atwood, Trisha;Baldock, Jeff;Duarte, Carlos M.;Hickey, Sharyn;Lavery, Paul S.;Masque, Pere;Macreadie, Peter I.;Ricart, Aurora M.;Serrano, Oscar;Steven, Andy",1540-9295,Frontiers in ecology and the environment,"050101 Ecological Impacts of Climate Change,050301 Carbon Sequestration Science,MD Multidisciplinary",2017,14,16,8.039,4.779,140,13,http://dro.deakin.edu.au/view/DU:30096891,TRUE
DU:30113388,Environmental benefits of leaving offshore infrastructure in the ocean,Journal Article,"Fowler, Ashley M;Jørgensen, Anne-Mette;Svendsen, Jon C;Macreadie, Peter I;Jones, Daniel OB;Boon, Arjen R;Booth, David J;Brabant, Robin;Callahan, Emily;Claisse, Jeremy T;Dahlgren, Thomas G;Degraer, Steven;Dokken, Quenton R;Gill, Andrew B;Johns, David G;Leewis, Robert J;Lindeboom, Han J;Linden, Olof;May, Roel;Murk, Albertinka J;Ottersen, Geir;Schroeder, Donna M;Shastri, Sunil M;Teilmann, Jonas;Todd, Victoria;Van Hoey, Gert;Vanaverbeke, Jan;Coolen, Joop W",1540-9295,Frontiers in ecology and the environment,MD Multidisciplinary,2018,1,,8.039,4.779,27,0,http://dro.deakin.edu.au/view/DU:30113388,FALSE
DU:30076237,Rigs-to-reefs policy: can science trump public sentiment?,Journal Article,"Macreadie, Peter I.;Fowler, Ashley M.;Booth, David J.",1540-9295,Frontiers in ecology and the environment,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),2012,12,9,8.039,4.779,14,1,http://dro.deakin.edu.au/view/DU:30076237,FALSE
DU:30069777,Rigs-to-reefs: Will the deep sea benefit from artificial habitat?,Journal Article,"Macreadie,PI;Fowler,AM;Booth,DJ",1540-9295,Frontiers in ecology and the environment,060205 Marine and Estuarine Ecology (incl Marine Ichthyology),2011,72,41,8.039,4.779,193,2,http://dro.deakin.edu.au/view/DU:30069777,FALSE
DU:30095971,Can we manage coastal ecosystems to sequester more blue carbon?,Journal Article,"Macreadie, Peter I.;Nielsen, Daniel A.;Kelleway, Jeffrey J.;Atwood, Trisha B.;Seymour, Justin R.;Petrou, Katherina;Connolly, Rod M.;Thomson, Alexandra C.G.;Trevathan-Tackett, Stacey M.;Ralph, Peter J.",1540-9309,Frontiers in ecology and the environment,"050301 Carbon Sequestration Science,050205 Environmental Management,MD Multidisciplinary",2017,21,20,8.039,4.779,158,27,http://dro.deakin.edu.au/view/DU:30095971,TRUE
